Tabela de valores para implementação com 625 subintervalos
Tempo de execução = 0.000141000000 seg.

x;y;f(x,y);diff
0.180000000000;0.780000000000;0.000000000000;-1.000000000000
0.180000000000;0.820000000000;0.000000000000;-1.000000000000
0.180000000000;0.860000000000;0.000000000000;-1.000000000000
0.180000000000;0.900000000000;0.000000000000;-1.000000000000
0.180000000000;0.940000000000;0.000000000000;-1.000000000000
0.180000000000;0.980000000000;0.000000000000;-1.000000000000
0.220000000000;0.020000000000;0.000000000000;-1.000000000000
0.220000000000;0.060000000000;0.000000000000;-1.000000000000
0.220000000000;0.100000000000;0.000000000000;-1.000000000000
0.220000000000;0.140000000000;0.000000000000;-1.000000000000
0.220000000000;0.180000000000;0.000000000000;-1.000000000000
0.220000000000;0.220000000000;0.000000000000;-1.000000000000
0.220000000000;0.260000000000;0.000000000000;-1.000000000000
0.220000000000;0.300000000000;0.000000000000;-1.000000000000
0.220000000000;0.340000000000;0.000000000000;-1.000000000000
0.220000000000;0.380000000000;0.000000000000;-1.000000000000
0.220000000000;0.420000000000;0.000000000000;-1.000000000000
0.220000000000;0.460000000000;0.000000000000;-1.000000000000
0.220000000000;0.500000000000;0.000000000000;-1.000000000000
0.220000000000;0.540000000000;0.000000000000;-1.000000000000
0.220000000000;0.580000000000;0.000000000000;-1.000000000000
0.220000000000;0.620000000000;0.000000000000;-1.000000000000
0.220000000000;0.660000000000;0.000000000000;-1.000000000000
0.220000000000;0.700000000000;0.000000000000;-1.000000000000
0.220000000000;0.740000000000;0.000000000000;-1.000000000000
0.220000000000;0.780000000000;0.000000000000;-1.000000000000
0.220000000000;0.820000000000;0.000000000000;-1.000000000000
0.220000000000;0.860000000000;0.000000000000;-1.000000000000
0.220000000000;0.900000000000;0.000000000000;-1.000000000000
0.220000000000;0.940000000000;0.000000000000;-1.000000000000
0.220000000000;0.980000000000;0.000000000000;-1.000000000000
0.260000000000;0.020000000000;0.000000000000;-1.000000000000
0.260000000000;0.060000000000;0.000000000000;-1.000000000000
0.260000000000;0.100000000000;0.000000000000;-1.000000000000
0.260000000000;0.140000000000;0.000000000000;-1.000000000000
0.260000000000;0.180000000000;0.000000000000;-1.000000000000
0.260000000000;0.220000000000;0.000000000000;-1.000000000000
0.260000000000;0.260000000000;0.000000000000;-1.000000000000
0.260000000000;0.300000000000;0.000000000000;-1.000000000000
0.260000000000;0.340000000000;0.000000000000;-1.000000000000
0.260000000000;0.380000000000;0.000000000000;-1.000000000000
0.260000000000;0.420000000000;0.000000000000;-1.000000000000
0.260000000000;0.460000000000;0.000000000000;-1.000000000000
0.260000000000;0.500000000000;0.000000000000;-1.000000000000
0.260000000000;0.540000000000;0.000000000000;-1.000000000000
0.260000000000;0.580000000000;0.000000000000;-1.000000000000
0.260000000000;0.620000000000;0.000000000000;-1.000000000000
0.260000000000;0.660000000000;0.000000000000;-1.000000000000
0.260000000000;0.700000000000;0.000000000000;-1.000000000000
0.260000000000;0.740000000000;0.000000000000;-1.000000000000
0.260000000000;0.780000000000;0.000000000000;-1.000000000000
0.260000000000;0.820000000000;0.000000000000;-1.000000000000
0.260000000000;0.860000000000;0.000000000000;-1.000000000000
0.260000000000;0.900000000000;0.000000000000;-1.000000000000
0.260000000000;0.940000000000;0.000000000000;-1.000000000000
0.260000000000;0.980000000000;0.000000000000;-1.000000000000
0.300000000000;0.020000000000;0.000000000000;-1.000000000000
0.300000000000;0.060000000000;0.000000000000;-1.000000000000
0.300000000000;0.100000000000;0.000000000000;-1.000000000000
0.300000000000;0.140000000000;0.000000000000;-1.000000000000
0.300000000000;0.180000000000;0.000000000000;-1.000000000000
0.300000000000;0.220000000000;0.000000000000;-1.000000000000
0.300000000000;0.260000000000;0.000000000000;-1.000000000000
0.300000000000;0.300000000000;0.000000000000;-1.000000000000
0.300000000000;0.340000000000;0.000000000000;-1.000000000000
0.300000000000;0.380000000000;0.000000000000;-1.000000000000
0.300000000000;0.420000000000;0.000000000000;-1.000000000000
0.300000000000;0.460000000000;0.000000000000;-1.000000000000
0.300000000000;0.500000000000;0.000000000000;-1.000000000000
0.300000000000;0.540000000000;0.000000000000;-1.000000000000
0.300000000000;0.580000000000;0.000000000000;-1.000000000000
0.300000000000;0.620000000000;0.000000000000;-1.000000000000
0.300000000000;0.660000000000;0.000000000000;-1.000000000000
0.300000000000;0.700000000000;0.000000000000;-1.000000000000
0.300000000000;0.740000000000;0.000000000000;-1.000000000000
0.300000000000;0.780000000000;0.000000000000;-1.000000000000
0.300000000000;0.820000000000;0.000000000000;-1.000000000000
0.300000000000;0.860000000000;0.000000000000;-1.000000000000
0.300000000000;0.900000000000;0.000000000000;-1.000000000000
0.300000000000;0.940000000000;0.000000000000;-1.000000000000
0.300000000000;0.980000000000;0.000000000000;-1.000000000000
0.340000000000;0.020000000000;0.000000000000;-1.000000000000
0.340000000000;0.060000000000;0.000000000000;-1.000000000000
0.340000000000;0.100000000000;0.000000000000;-1.000000000000
0.340000000000;0.140000000000;0.000000000000;-1.000000000000
0.340000000000;0.180000000000;0.000000000000;-1.000000000000
0.340000000000;0.220000000000;0.000000000000;-1.000000000000
0.340000000000;0.260000000000;0.000000000000;-1.000000000000
0.340000000000;0.300000000000;0.000000000000;-1.000000000000
0.340000000000;0.340000000000;0.000000000000;-1.000000000000
0.340000000000;0.380000000000;0.000000000000;-1.000000000000
0.340000000000;0.420000000000;0.000000000000;-1.000000000000
0.340000000000;0.460000000000;0.000000000000;-1.000000000000
0.340000000000;0.500000000000;0.000000000000;-1.000000000000
0.340000000000;0.540000000000;0.000000000000;-1.000000000000
0.340000000000;0.580000000000;0.000000000000;-1.000000000000
0.340000000000;0.620000000000;0.000000000000;-1.000000000000
0.340000000000;0.660000000000;0.000000000000;-1.000000000000
0.340000000000;0.700000000000;0.000000000000;-1.000000000000
0.340000000000;0.740000000000;0.000000000000;-1.000000000000
0.340000000000;0.780000000000;0.000000000000;-1.000000000000
0.340000000000;0.820000000000;0.000000000000;-1.000000000000
0.340000000000;0.860000000000;0.000000000000;-1.000000000000
0.340000000000;0.900000000000;0.000000000000;-1.000000000000
0.340000000000;0.940000000000;0.000000000000;-1.000000000000
0.340000000000;0.980000000000;0.000000000000;-1.000000000000
0.380000000000;0.020000000000;0.000000000000;-1.000000000000
0.380000000000;0.060000000000;0.000000000000;-1.000000000000
0.380000000000;0.100000000000;0.000000000000;-1.000000000000
0.380000000000;0.140000000000;0.000000000000;-1.000000000000
0.380000000000;0.180000000000;0.000000000000;-1.000000000000
0.380000000000;0.220000000000;0.000000000000;-1.000000000000
0.380000000000;0.260000000000;0.000000000000;-1.000000000000
0.380000000000;0.300000000000;0.000000000000;-1.000000000000
0.380000000000;0.340000000000;0.000000000000;-1.000000000000
0.380000000000;0.380000000000;0.000000000000;-1.000000000000
0.380000000000;0.420000000000;0.000000000000;-1.000000000000
0.380000000000;0.460000000000;0.000000000000;-1.000000000000
0.380000000000;0.500000000000;0.000000000000;-1.000000000000
0.380000000000;0.540000000000;0.000000000000;-1.000000000000
0.380000000000;0.580000000000;0.000000000000;-1.000000000000
0.380000000000;0.620000000000;0.000000000000;-1.000000000000
0.380000000000;0.660000000000;0.000000000000;-1.000000000000
0.380000000000;0.700000000000;0.000000000000;-1.000000000000
0.380000000000;0.740000000000;0.000000000000;-1.000000000000
0.380000000000;0.780000000000;0.000000000000;-1.000000000000
0.380000000000;0.820000000000;0.000000000000;-1.000000000000
0.380000000000;0.860000000000;0.000000000000;-1.000000000000
0.380000000000;0.900000000000;0.000000000000;-1.000000000000
0.380000000000;0.940000000000;0.000000000000;-1.000000000000
0.380000000000;0.980000000000;0.000000000000;-1.000000000000
0.420000000000;0.020000000000;0.000000000000;-1.000000000000
0.420000000000;0.060000000000;0.000000000000;-1.000000000000
0.420000000000;0.100000000000;0.000000000000;-1.000000000000
0.420000000000;0.140000000000;0.000000000000;-1.000000000000
0.420000000000;0.180000000000;0.000000000000;-1.000000000000
0.420000000000;0.220000000000;0.000000000000;-1.000000000000
0.420000000000;0.260000000000;0.000000000000;-1.000000000000
0.420000000000;0.300000000000;0.000000000000;-1.000000000000
0.420000000000;0.340000000000;0.000000000000;-1.000000000000
0.420000000000;0.380000000000;0.000000000000;-1.000000000000
0.420000000000;0.420000000000;0.000000000000;-1.000000000000
0.420000000000;0.460000000000;0.000000000000;-1.000000000000
0.420000000000;0.500000000000;0.000000000000;-1.000000000000
0.420000000000;0.540000000000;0.000000000000;-1.000000000000
0.420000000000;0.580000000000;0.000000000000;-1.000000000000
0.420000000000;0.620000000000;0.000000000000;-1.000000000000
0.420000000000;0.660000000000;0.000000000000;-1.000000000000
0.420000000000;0.700000000000;0.000000000000;-1.000000000000
0.420000000000;0.740000000000;0.000000000000;-1.000000000000
0.420000000000;0.780000000000;0.000000000000;-1.000000000000
0.420000000000;0.820000000000;0.000000000000;-1.000000000000
0.420000000000;0.860000000000;0.000000000000;-1.000000000000
0.420000000000;0.900000000000;0.000000000000;-1.000000000000
0.420000000000;0.940000000000;0.000000000000;-1.000000000000
0.420000000000;0.980000000000;0.000000000000;-1.000000000000
0.460000000000;0.020000000000;0.000000000000;-1.000000000000
0.460000000000;0.060000000000;0.000000000000;-1.000000000000
0.460000000000;0.100000000000;0.000000000000;-1.000000000000
0.460000000000;0.140000000000;0.000000000000;-1.000000000000
0.460000000000;0.180000000000;0.000000000000;-1.000000000000
0.460000000000;0.220000000000;0.000000000000;-1.000000000000
0.460000000000;0.260000000000;0.000000000000;-1.000000000000
0.460000000000;0.300000000000;0.000000000000;-1.000000000000
0.460000000000;0.340000000000;0.000000000000;-1.000000000000
0.460000000000;0.380000000000;0.000000000000;-1.000000000000
0.460000000000;0.420000000000;0.000000000000;-1.000000000000
0.460000000000;0.460000000000;0.000000000000;-1.000000000000
0.460000000000;0.500000000000;0.000000000000;-1.000000000000
0.460000000000;0.540000000000;0.000000000000;-1.000000000000
0.460000000000;0.580000000000;0.000000000000;-1.000000000000
0.460000000000;0.620000000000;0.000000000000;-1.000000000000
0.460000000000;0.660000000000;0.000000000000;-1.000000000000
0.460000000000;0.700000000000;0.000000000000;-1.000000000000
0.460000000000;0.740000000000;0.000000000000;-1.000000000000
0.460000000000;0.780000000000;0.000000000000;-1.000000000000
0.460000000000;0.820000000000;0.000000000000;-1.000000000000
0.460000000000;0.860000000000;0.000000000000;-1.000000000000
0.460000000000;0.900000000000;0.000000000000;-1.000000000000
0.460000000000;0.940000000000;0.000000000000;-1.000000000000
0.460000000000;0.980000000000;0.000000000000;-1.000000000000
0.500000000000;0.020000000000;0.000000000000;-1.000000000000
0.500000000000;0.060000000000;0.000000000000;-1.000000000000
0.500000000000;0.100000000000;0.000000000000;-1.000000000000
0.500000000000;0.140000000000;0.000000000000;-1.000000000000
0.500000000000;0.180000000000;0.000000000000;-1.000000000000
0.500000000000;0.220000000000;0.000000000000;-1.000000000000
0.500000000000;0.260000000000;0.000000000000;-1.000000000000
0.500000000000;0.300000000000;0.000000000000;-1.000000000000
0.500000000000;0.340000000000;0.000000000000;-1.000000000000
0.500000000000;0.380000000000;0.000000000000;-1.000000000000
0.500000000000;0.420000000000;0.000000000000;-1.000000000000
0.500000000000;0.460000000000;0.000000000000;-1.000000000000
0.500000000000;0.500000000000;0.000000000000;-1.000000000000
0.500000000000;0.540000000000;0.000000000000;-1.000000000000
0.500000000000;0.580000000000;0.000000000000;-1.000000000000
0.500000000000;0.620000000000;0.000000000000;-1.000000000000
0.500000000000;0.660000000000;0.000000000000;-1.000000000000
0.500000000000;0.700000000000;0.000000000000;-1.000000000000
0.500000000000;0.740000000000;0.000000000000;-1.000000000000
0.500000000000;0.780000000000;0.000000000000;-1.000000000000
0.500000000000;0.820000000000;0.000000000000;-1.000000000000
0.500000000000;0.860000000000;0.000000000000;-1.000000000000
0.500000000000;0.900000000000;0.000000000000;-1.000000000000
0.500000000000;0.940000000000;0.000000000000;-1.000000000000
0.500000000000;0.980000000000;0.000000000000;-1.000000000000
0.540000000000;0.020000000000;0.000000000000;-1.000000000000
0.540000000000;0.060000000000;0.000000000000;-1.000000000000
0.540000000000;0.100000000000;0.000000000000;-1.000000000000
0.540000000000;0.140000000000;0.000000000000;-1.000000000000
0.540000000000;0.180000000000;0.000000000000;-1.000000000000
0.540000000000;0.220000000000;0.000000000000;-1.000000000000
0.540000000000;0.260000000000;0.000000000000;-1.000000000000
0.540000000000;0.300000000000;0.000000000000;-1.000000000000
0.540000000000;0.340000000000;0.000000000000;-1.000000000000
0.540000000000;0.380000000000;0.000000000000;-1.000000000000
0.540000000000;0.420000000000;0.000000000000;-1.000000000000
0.540000000000;0.460000000000;0.000000000000;-1.000000000000
0.540000000000;0.500000000000;0.000000000000;-1.000000000000
0.540000000000;0.540000000000;0.000000000000;-1.000000000000
0.540000000000;0.580000000000;0.000000000000;-1.000000000000
0.540000000000;0.620000000000;0.000000000000;-1.000000000000
0.540000000000;0.660000000000;0.000000000000;-1.000000000000
0.540000000000;0.700000000000;0.000000000000;-1.000000000000
0.540000000000;0.740000000000;0.000000000000;-1.000000000000
0.540000000000;0.780000000000;0.000000000000;-1.000000000000
0.540000000000;0.820000000000;0.000000000000;-1.000000000000
0.540000000000;0.860000000000;0.000000000000;-1.000000000000
0.540000000000;0.900000000000;0.000000000000;-1.000000000000
0.540000000000;0.940000000000;0.000000000000;-1.000000000000
0.540000000000;0.980000000000;0.000000000000;-1.000000000000
0.580000000000;0.020000000000;0.000000000000;-1.000000000000
0.580000000000;0.060000000000;0.000000000000;-1.000000000000
0.580000000000;0.100000000000;0.000000000000;-1.000000000000
0.580000000000;0.140000000000;0.000000000000;-1.000000000000
0.580000000000;0.180000000000;0.000000000000;-1.000000000000
0.580000000000;0.220000000000;0.000000000000;-1.000000000000
0.580000000000;0.260000000000;0.000000000000;-1.000000000000
0.580000000000;0.300000000000;0.000000000000;-1.000000000000
0.580000000000;0.340000000000;0.000000000000;-1.000000000000
0.580000000000;0.380000000000;0.000000000000;-1.000000000000
0.580000000000;0.420000000000;0.000000000000;-1.000000000000
0.580000000000;0.460000000000;0.000000000000;-1.000000000000
0.580000000000;0.500000000000;0.000000000000;-1.000000000000
0.580000000000;0.540000000000;0.000000000000;-1.000000000000
0.580000000000;0.580000000000;0.000000000000;-1.000000000000
0.580000000000;0.620000000000;0.000000000000;-1.000000000000
0.580000000000;0.660000000000;0.000000000000;-1.000000000000
0.580000000000;0.700000000000;0.000000000000;-1.000000000000
0.580000000000;0.740000000000;0.000000000000;-1.000000000000
0.580000000000;0.780000000000;0.000000000000;-1.000000000000
0.580000000000;0.820000000000;0.000000000000;-1.000000000000
0.580000000000;0.860000000000;0.000000000000;-1.000000000000
0.580000000000;0.900000000000;0.000000000000;-1.000000000000
0.580000000000;0.940000000000;0.000000000000;-1.000000000000
0.580000000000;0.980000000000;0.000000000000;-1.000000000000
0.620000000000;0.020000000000;0.000000000000;-1.000000000000
0.620000000000;0.060000000000;0.000000000000;-1.000000000000
0.620000000000;0.100000000000;0.000000000000;-1.000000000000
0.620000000000;0.140000000000;0.000000000000;-1.000000000000
0.620000000000;0.180000000000;0.000000000000;-1.000000000000
0.620000000000;0.220000000000;0.000000000000;-1.000000000000
0.620000000000;0.260000000000;0.000000000000;-1.000000000000
0.620000000000;0.300000000000;0.000000000000;-1.000000000000
0.620000000000;0.340000000000;0.000000000000;-1.000000000000
0.620000000000;0.380000000000;0.000000000000;-1.000000000000
0.620000000000;0.420000000000;0.000000000000;-1.000000000000
0.620000000000;0.460000000000;0.000000000000;-1.000000000000
0.620000000000;0.500000000000;0.000000000000;-1.000000000000
0.620000000000;0.540000000000;0.000000000000;-1.000000000000
0.620000000000;0.580000000000;0.000000000000;-1.000000000000
0.620000000000;0.620000000000;0.000000000000;-1.000000000000
0.620000000000;0.660000000000;0.000000000000;-1.000000000000
0.620000000000;0.700000000000;0.000000000000;-1.000000000000
0.620000000000;0.740000000000;0.000000000000;-1.000000000000
0.620000000000;0.780000000000;0.000000000000;-1.000000000000
0.620000000000;0.820000000000;0.000000000000;-1.000000000000
0.620000000000;0.860000000000;0.000000000000;-1.000000000000
0.620000000000;0.900000000000;0.000000000000;-1.000000000000
0.620000000000;0.940000000000;0.000000000000;-1.000000000000
0.620000000000;0.980000000000;0.000000000000;-1.000000000000
0.660000000000;0.020000000000;0.000000000000;-1.000000000000
0.660000000000;0.060000000000;0.000000000000;-1.000000000000
0.660000000000;0.100000000000;0.000000000000;-1.000000000000
0.660000000000;0.140000000000;0.000000000000;-1.000000000000
0.660000000000;0.180000000000;0.000000000000;-1.000000000000
0.660000000000;0.220000000000;0.000000000000;-1.000000000000
0.660000000000;0.260000000000;0.000000000000;-1.000000000000
0.660000000000;0.300000000000;0.000000000000;-1.000000000000
0.660000000000;0.340000000000;0.000000000000;-1.000000000000
0.660000000000;0.380000000000;0.000000000000;-1.000000000000
0.660000000000;0.420000000000;0.000000000000;-1.000000000000
0.660000000000;0.460000000000;0.000000000000;-1.000000000000
0.660000000000;0.500000000000;0.000000000000;-1.000000000000
0.660000000000;0.540000000000;0.000000000000;-1.000000000000
0.660000000000;0.580000000000;0.000000000000;-1.000000000000
0.660000000000;0.620000000000;0.000000000000;-1.000000000000
0.660000000000;0.660000000000;0.000000000000;-1.000000000000
0.660000000000;0.700000000000;0.000000000000;-1.000000000000
0.660000000000;0.740000000000;0.000000000000;-1.000000000000
0.660000000000;0.780000000000;0.000000000000;-1.000000000000
0.660000000000;0.820000000000;0.000000000000;-1.000000000000
0.660000000000;0.860000000000;0.000000000000;-1.000000000000
0.660000000000;0.900000000000;0.000000000000;-1.000000000000
0.660000000000;0.940000000000;0.000000000000;-1.000000000000
0.660000000000;0.980000000000;0.000000000000;-1.000000000000
0.700000000000;0.020000000000;0.000000000000;-1.000000000000
0.700000000000;0.060000000000;0.000000000000;-1.000000000000
0.700000000000;0.100000000000;0.000000000000;-1.000000000000
0.700000000000;0.140000000000;0.000000000000;-1.000000000000
0.700000000000;0.180000000000;0.000000000000;-1.000000000000
0.700000000000;0.220000000000;0.000000000000;-1.000000000000
0.700000000000;0.260000000000;0.000000000000;-1.000000000000
0.700000000000;0.300000000000;0.000000000000;-1.000000000000
0.700000000000;0.340000000000;0.000000000000;-1.000000000000
0.700000000000;0.380000000000;0.000000000000;-1.000000000000
0.700000000000;0.420000000000;0.000000000000;-1.000000000000
0.700000000000;0.460000000000;0.000000000000;-1.000000000000
0.700000000000;0.500000000000;0.000000000000;-1.000000000000
0.700000000000;0.540000000000;0.000000000000;-1.000000000000
0.700000000000;0.580000000000;0.000000000000;-1.000000000000
0.700000000000;0.620000000000;0.000000000000;-1.000000000000
0.700000000000;0.660000000000;0.000000000000;-1.000000000000
0.700000000000;0.700000000000;0.000000000000;-1.000000000000
0.700000000000;0.740000000000;0.000000000000;-1.000000000000
0.700000000000;0.780000000000;0.000000000000;-1.000000000000
0.700000000000;0.820000000000;0.000000000000;-1.000000000000
0.700000000000;0.860000000000;0.000000000000;-1.000000000000
0.700000000000;0.900000000000;0.000000000000;-1.000000000000
0.700000000000;0.940000000000;0.000000000000;-1.000000000000
0.700000000000;0.980000000000;0.000000000000;-1.000000000000
0.740000000000;0.020000000000;0.000000000000;-1.000000000000
0.740000000000;0.060000000000;0.000000000000;-1.000000000000
0.740000000000;0.100000000000;0.000000000000;-1.000000000000
0.740000000000;0.140000000000;0.000000000000;-1.000000000000
0.740000000000;0.180000000000;0.000000000000;-1.000000000000
0.740000000000;0.220000000000;0.000000000000;-1.000000000000
0.740000000000;0.260000000000;0.000000000000;-1.000000000000
0.740000000000;0.300000000000;0.000000000000;-1.000000000000
0.740000000000;0.340000000000;0.000000000000;-1.000000000000
0.740000000000;0.380000000000;0.000000000000;-1.000000000000
0.740000000000;0.420000000000;0.000000000000;-1.000000000000
0.740000000000;0.460000000000;0.000000000000;-1.000000000000
0.740000000000;0.500000000000;0.000000000000;-1.000000000000
0.740000000000;0.540000000000;0.000000000000;-1.000000000000
0.740000000000;0.580000000000;0.000000000000;-1.000000000000
0.740000000000;0.620000000000;0.000000000000;-1.000000000000
0.740000000000;0.660000000000;0.000000000000;-1.000000000000
0.740000000000;0.700000000000;0.000000000000;-1.000000000000
0.740000000000;0.740000000000;0.000000000000;-1.000000000000
0.740000000000;0.780000000000;0.000000000000;-1.000000000000
0.740000000000;0.820000000000;0.000000000000;-1.000000000000
0.740000000000;0.860000000000;0.000000000000;-1.000000000000
0.740000000000;0.900000000000;0.000000000000;-1.000000000000
0.740000000000;0.940000000000;0.000000000000;-1.000000000000
0.740000000000;0.980000000000;0.000000000000;-1.000000000000
0.780000000000;0.020000000000;0.000000000000;-1.000000000000
0.780000000000;0.060000000000;0.000000000000;-1.000000000000
0.780000000000;0.100000000000;0.000000000000;-1.000000000000
0.780000000000;0.140000000000;0.000000000000;-1.000000000000
